rate,ml_model,sessions,connection rate,concurrency,connection time (min),connection time (avg),connection time (max),connection time (stdev),request rate,ms per request,reply rate (min),reply rate (avg),reply rate (max),reply rate (stdev),response_time,cores,memory,payload_instance,errors,error_percentage,session rate (min),session rate (avg),session rate (max),session rate (stdev),sessions connections/session,session lifetime,session failtime,session length histogram part 1,session length histogram part 2,test duration,,,,,,,,,,
295,mnist,17700,296.6,39,2.4,7.9,98.2,4.5,296.6,3.4,277.8,297.1,309.8,9.5,6.1,3,1,2,0,277.8,296.57,309.8,9.48,1,0,0,,0,,59.683,,,,,,,,,,
305,mnist,18300,307.2,36,2.4,8.7,88.4,4.5,307.2,3.3,290,307.2,319.4,8.7,6.6,3,1,2,0,290.03,307.15,319.4,8.72,1,0,0,,0,,59.58,,,,,,,,,,
5,mnist,300,5.5,2,2.5,2.8,6.3,2.5,5.5,181.4,3.6,5.4,7.8,1.2,2.6,6,1,2,0,3.6,5.51,7.8,1.25,1,0,0,,0,,54.426,,,,,,,,,,
15,mnist,900,15.8,3,2.5,2.8,3.7,2.5,15.8,63.4,13.2,15.7,16.8,1,2.5,6,1,2,0,13.2,15.77,16.8,0.98,1,0,0,,0,,57.081,,,,,,,,,,
25,mnist,1500,26.5,3,2.5,2.8,4.4,2.5,26.5,37.8,20,26.5,34,3.2,2.5,6,1,2,0,20,26.46,34,3.24,1,0,0,,0,,56.689,,,,,,,,,,
35,mnist,2100,36.4,3,2.4,2.8,4.6,2.5,36.4,27.5,28.4,36.2,43,4.2,2.5,6,1,2,0,28.4,36.41,43,4.19,1,0,0,,0,,57.682,,,,,,,,,,
45,mnist,2700,46.2,4,2.3,2.8,5.8,2.5,46.2,21.6,42.2,46.5,57,4,2.5,6,1,2,0,42.2,46.25,57,4.01,1,0,0,,0,,58.383,,,,,,,,,,
55,mnist,3300,56,4,2.4,2.8,7.6,2.5,56,17.8,49.6,56.4,65,4.2,2.5,6,1,2,0,49.6,56.04,65,4.24,1,0,0,,0,,58.884,,,,,,,,,,
65,mnist,3900,65.6,4,2.2,2.8,6,2.5,65.6,15.2,59.6,66.2,74.8,4.6,2.6,6,1,2,0,59.6,65.65,74.8,4.57,1,0,0,,0,,59.407,,,,,,,,,,
75,mnist,4500,75.6,5,2.4,2.8,9.6,2.5,75.6,13.2,70.6,75.5,86.8,5,2.6,6,1,2,0,70.6,75.63,86.8,4.97,1,0,0,,0,,59.499,,,,,,,,,,
85,mnist,5100,85.5,4,2.4,2.8,5.3,2.5,85.5,11.7,77.8,85.5,97.2,5.6,2.6,6,1,2,0,77.8,85.5,97.2,5.6,1,0,0,,0,,59.649,,,,,,,,,,
95,mnist,5700,95.7,4,2.4,2.8,6,2.5,95.7,10.4,90.2,95.5,103.2,4.9,2.6,6,1,2,0,90.2,95.73,103.2,4.95,1,0,0,,0,,59.54,,,,,,,,,,
105,mnist,6300,105.6,4,2.5,2.9,5.2,2.5,105.6,9.5,98.6,105.7,115.6,4.9,2.6,6,1,2,0,98.6,105.57,115.6,4.94,1,0,0,,0,,59.674,,,,,,,,,,
115,mnist,6900,115.4,5,2.4,2.9,6.4,2.5,115.4,8.7,107.6,115.5,131.6,6.6,2.6,6,1,2,0,107.6,115.42,131.6,6.59,1,0,0,,0,,59.782,,,,,,,,,,
125,mnist,7500,125.2,5,2.5,2.9,6.1,2.5,125.2,8,117,125.4,141.2,6.5,2.6,6,1,2,0,117,125.21,141.2,6.52,1,0,0,,0,,59.9,,,,,,,,,,
135,mnist,8100,135.1,6,2.5,2.9,6,2.5,135.1,7.4,129.4,135.2,145.6,4.8,2.7,6,1,2,0,129.4,135.14,145.6,4.81,1,0,0,,0,,59.939,,,,,,,,,,
145,mnist,8700,145.5,5,2.4,2.9,8.1,2.5,145.5,6.9,135.8,145.3,152.4,5.2,2.7,6,1,2,0,135.8,145.53,152.4,5.17,1,0,0,,0,,59.781,,,,,,,,,,
155,mnist,9300,156.1,8,2.4,2.9,7.6,2.5,156.1,6.4,147.4,155.4,162,5.3,2.7,6,1,2,0,147.4,156.12,162,5.25,1,0,0,,0,,59.571,,,,,,,,,,
165,mnist,9900,166.5,7,2.4,3,6.9,2.5,166.5,6,158,166,173,5,2.7,6,1,2,0,158,166.54,173,4.96,1,0,0,,0,,59.445,,,,,,,,,,
175,mnist,10500,176.4,7,2.4,3,6.5,2.5,176.4,5.7,164.2,176.3,183.8,6,2.7,6,1,2,0,164.2,176.42,183.8,6,1,0,0,,0,,59.518,,,,,,,,,,
185,mnist,11100,187.2,8,2.4,3,9.3,2.5,187.2,5.3,180.6,186.6,194,4.8,2.7,6,1,2,0,180.6,187.18,194,4.8,1,0,0,,0,,59.302,,,,,,,,,,
195,mnist,11700,197.1,8,2.3,3,8.2,2.5,197.1,5.1,187.4,196.5,208.2,6.2,2.7,6,1,2,0,187.4,197.09,208.2,6.21,1,0,0,,0,,59.365,,,,,,,,,,
205,mnist,12300,206.9,8,2.3,3,8.9,2.5,206.9,4.8,193.2,207.5,218,7.3,2.8,6,1,2,0,193.2,206.87,218,7.28,1,0,0,,0,,59.457,,,,,,,,,,
215,mnist,12900,216,9,2.4,3,8.2,2.5,216,4.6,206.2,217.1,231.6,7.5,2.8,6,1,2,0,206.2,216.04,231.6,7.48,1,0,0,,0,,59.71,,,,,,,,,,
225,mnist,13500,225.6,9,2.4,3.1,8.4,2.5,225.6,4.4,214.8,226.5,244,9.2,2.8,6,1,2,0,214.8,225.6,244,9.17,1,0,0,,0,,59.841,,,,,,,,,,
235,mnist,14100,235.7,14,2.4,3.3,41.9,2.5,235.7,4.2,222.4,236,255.4,9.1,2.9,6,1,2,0,222.4,235.74,255.4,9.12,1,0,0,,0,,59.812,,,,,,,,,,
245,mnist,14700,246,17,2.4,3.7,39.1,2.5,246,4.1,231.4,245.6,267.6,10.7,3.1,6,1,2,0,231.4,246.04,267.6,10.74,1,0,0,,0,,59.746,,,,,,,,,,
255,mnist,15300,256.2,26,2.4,4.3,62.7,3.5,256.2,3.9,244.6,255.9,275.4,9.6,3.5,6,1,2,0,244.6,256.16,275.4,9.63,1,0,0,,0,,59.729,,,,,,,,,,
265,mnist,15900,266.4,27,2.4,4.7,65.5,3.5,266.4,3.8,248.2,266.1,283,9.5,3.6,6,1,2,0,248.2,266.44,283,9.52,1,0,0,,0,,59.676,,,,,,,,,,
275,mnist,16500,276.8,34,2.4,5.3,88.2,3.5,276.8,3.6,266,276,292,9.1,3.9,6,1,2,0,266,276.85,292,9.09,1,0,0,,0,,59.6,,,,,,,,,,
285,mnist,17100,287.4,28,2.4,6,70.8,3.5,287.4,3.5,273.2,286.3,300.8,8.5,4.4,6,1,2,0,273.2,287.44,300.8,8.52,1,0,0,,0,,59.49,,,,,,,,,,
295,mnist,17700,296.6,49,2.4,6.7,109,3.5,296.6,3.4,277.8,297.2,309.8,9.6,4.8,6,1,2,0,277.8,296.59,309.8,9.55,1,0,0,,0,,59.679,,,,,,,,,,
305,mnist,18300,307.1,41,2.4,7.3,87.3,3.5,307.1,3.3,292.6,307.2,318.8,8.3,5.2,6,1,2,0,292.6,307.14,318.78,8.26,1,0,0,,0,,59.583,,,,,,,,,,
5,mnist,300,5.5,2,2.3,3.1,133.6,2.5,5.5,181.4,3.6,5.4,7.8,1.2,2.8,12,1,2,0,3.6,5.51,7.8,1.25,1,0,0,,0,,54.426,,,,,,,,,,
15,mnist,900,15.8,3,2.4,2.6,4,2.5,15.8,63.4,13.2,15.7,16.8,1,2.3,12,1,2,0,13.2,15.77,16.8,0.98,1,0,0,,0,,57.081,,,,,,,,,,
25,mnist,1500,26.5,3,2.3,2.6,3.6,2.5,26.5,37.8,20,26.5,34,3.2,2.3,12,1,2,0,20,26.46,34,3.24,1,0,0,,0,,56.689,,,,,,,,,,
35,mnist,2100,36.4,3,2.3,2.6,6.5,2.5,36.4,27.5,28.4,36.2,43,4.2,2.3,12,1,2,0,28.4,36.41,43,4.19,1,0,0,,0,,57.682,,,,,,,,,,
45,mnist,2700,46.2,3,2.4,2.6,5.5,2.5,46.2,21.6,42.2,46.5,57,4,2.3,12,1,2,0,42.2,46.25,57,4.01,1,0,0,,0,,58.383,,,,,,,,,,
55,mnist,3300,56,4,2.2,2.6,6.5,2.5,56,17.8,49.6,56.4,65,4.2,2.3,12,1,2,0,49.6,56.04,65,4.24,1,0,0,,0,,58.884,,,,,,,,,,
65,mnist,3900,65.6,4,2.4,2.6,5.4,2.5,65.6,15.2,59.6,66.2,74.8,4.6,2.3,12,1,2,0,59.6,65.65,74.8,4.57,1,0,0,,0,,59.407,,,,,,,,,,
75,mnist,4500,75.6,4,2.3,2.6,4.8,2.5,75.6,13.2,70.6,75.5,86.8,5,2.3,12,1,2,0,70.6,75.63,86.8,4.97,1,0,0,,0,,59.499,,,,,,,,,,
85,mnist,5100,85.5,4,2.3,2.6,5.6,2.5,85.5,11.7,77.8,85.5,97.2,5.6,2.3,12,1,2,0,77.8,85.5,97.2,5.6,1,0,0,,0,,59.649,,,,,,,,,,
95,mnist,5700,95.7,4,2.4,2.6,5.8,2.5,95.7,10.4,90.2,95.5,103.2,4.9,2.3,12,1,2,0,90.2,95.73,103.2,4.95,1,0,0,,0,,59.54,,,,,,,,,,
105,mnist,6300,105.6,4,2.3,2.6,5.8,2.5,105.6,9.5,98.6,105.7,115.6,5,2.3,12,1,2,0,98.6,105.58,115.6,4.98,1,0,0,,0,,59.673,,,,,,,,,,
115,mnist,6900,115.4,4,2.3,2.6,10.8,2.5,115.4,8.7,107.6,115.5,131.6,6.6,2.3,12,1,2,0,107.6,115.42,131.6,6.59,1,0,0,,0,,59.782,,,,,,,,,,
125,mnist,7500,125.2,4,2.3,2.6,8.7,2.5,125.2,8,116.8,125.5,141.4,6.6,2.4,12,1,2,0,116.8,125.21,141.4,6.59,1,0,0,,0,,59.899,,,,,,,,,,
135,mnist,8100,135.1,5,2.3,2.6,5.6,2.5,135.1,7.4,129.4,135.2,145.6,4.8,2.4,12,1,2,0,129.4,135.14,145.6,4.81,1,0,0,,0,,59.939,,,,,,,,,,
145,mnist,8700,145.5,5,2.3,2.6,7.6,2.5,145.5,6.9,135.8,145.3,152.4,5.2,2.4,12,1,2,0,135.8,145.53,152.4,5.17,1,0,0,,0,,59.78,,,,,,,,,,
155,mnist,9300,156.1,7,2.3,2.6,4.9,2.5,156.1,6.4,147.4,155.4,162,5.3,2.4,12,1,2,0,147.4,156.12,162,5.25,1,0,0,,0,,59.571,,,,,,,,,,
165,mnist,9900,166.5,7,2.3,2.6,5.4,2.5,166.5,6,158,166,173,5,2.4,12,1,2,0,158,166.54,173,4.96,1,0,0,,0,,59.445,,,,,,,,,,
175,mnist,10500,176.4,7,2.3,2.6,6.3,2.5,176.4,5.7,164.2,176.3,183.8,6,2.4,12,1,2,0,164.2,176.42,183.8,6.01,1,0,0,,0,,59.517,,,,,,,,,,
185,mnist,11100,187.2,7,2.4,2.7,5,2.5,187.2,5.3,180.4,186.6,194,4.8,2.4,12,1,2,0,180.4,187.18,194,4.82,1,0,0,,0,,59.302,,,,,,,,,,
195,mnist,11700,197.1,7,1.9,2.6,6.5,2.5,197.1,5.1,187.4,196.5,208.2,6.2,2.4,12,1,2,0,187.4,197.09,208.2,6.2,1,0,0,,0,,59.365,,,,,,,,,,
205,mnist,12300,206.9,7,2.3,2.7,9.4,2.5,206.9,4.8,193,207.5,218.2,7.3,2.4,12,1,2,0,193,206.87,218.2,7.31,1,0,0,,0,,59.457,,,,,,,,,,
215,mnist,12900,216,7,2.3,2.7,6.2,2.5,216,4.6,206.2,217.1,231.6,7.5,2.4,12,1,2,0,206.2,216.05,231.6,7.48,1,0,0,,0,,59.71,,,,,,,,,,
225,mnist,13500,225.6,7,2.3,2.7,6.1,2.5,225.6,4.4,214.8,226.5,244,9.2,2.4,12,1,2,0,214.8,225.6,244,9.16,1,0,0,,0,,59.841,,,,,,,,,,
235,mnist,14100,235.7,13,2.2,2.9,32.3,2.5,235.7,4.2,222.8,236,255.4,9.1,2.5,12,1,2,0,222.8,235.74,255.4,9.1,1,0,0,,0,,59.812,,,,,,,,,,
245,mnist,14700,246,21,2.3,3.3,53.5,2.5,246,4.1,231.6,245.6,265.8,10.3,2.7,12,1,2,0,231.6,246.04,265.8,10.29,1,0,0,,0,,59.746,,,,,,,,,,
255,mnist,15300,256.2,21,2.3,3.7,52.3,2.5,256.2,3.9,244.6,255.9,275.4,9.6,2.9,12,1,2,0,244.6,256.2,275.4,9.63,1,0,0,,0,,59.72,,,,,,,,,,
265,mnist,15900,266.4,22,2.3,4.3,69.6,2.5,266.4,3.8,247.8,266.2,283,9.6,3.2,12,1,2,0,247.8,266.43,283,9.58,1,0,0,,0,,59.678,,,,,,,,,,
275,mnist,16500,276.8,26,2.3,4.7,64.5,2.5,276.8,3.6,265.4,276.2,292,9.2,3.4,12,1,2,0,265.4,276.85,292,9.2,1,0,0,,0,,59.6,,,,,,,,,,
285,mnist,17100,287.4,25,2.3,5.2,67.2,2.5,287.4,3.5,274.2,286.3,300.8,8.5,3.7,12,1,2,0,274.2,287.44,300.8,8.54,1,0,0,,0,,59.49,,,,,,,,,,
295,mnist,17700,296.6,33,2.3,6,81,2.5,296.6,3.4,277.4,297.1,309.8,9.5,4.1,12,1,2,0,277.4,296.59,309.8,9.53,1,0,0,,0,,59.679,,,,,,,,,,
305,mnist,18300,307.1,55,2.3,6.7,129,2.5,307.1,3.3,293,307.3,319.4,8.4,4.5,12,1,2,0,293,307.14,319.4,8.42,1,0,0,,0,,59.582,,,,,,,,,,
5,dbert,300,5.5,32,85.5,512.7,5507,115.5,5.5,181.9,2,5.4,10,2.1,512.4,12,1,1,0,2,5.5,10,2.05,1,0.5,0,,,,54.564,,,,,,,,,,
15,dbert,900,15.7,14,83.4,213.1,655.9,193.5,15.7,63.6,13.2,15.6,16.8,1,212.6,12,1,1,0,13.2,15.73,16.8,0.97,1,0.2,0,,,,57.219,,,,,,,,,,
25,dbert,1500,24,198,100.6,3938.7,9270.9,3487.5,24,41.6,19.6,23.7,28,2.5,3938,12,1,1,0,19.6,24.05,28,2.54,1,3.9,0,,,,62.379,,,,,,,,,,
35,dbert,2100,23.7,763,185,16992.8,31569.5,17191.5,23.7,42.3,19,23.5,26.6,2,16992.2,12,1,1,0,19,23.66,26.6,1.99,1,17,0,,,,88.76,,,,,,,,,,
45,dbert,2700,23.6,1551,237.8,30640,63041.8,35506.5,23.6,42.4,8.2,23.3,50.4,7.6,30286.5,12,1,1,0,8.2,23.57,50.4,7.62,1,30.6,0,,,,114.556,,,,,,,,,,
55,dbert,3300,23.8,2127,380.1,45172.5,100719.2,51530.5,23.8,42,0,23.6,68,15.2,40142.1,12,1,1,0,0,23.79,68,15.23,1,45.2,0,,,,138.727,,,,,,,,,,
65,dbert,3900,24.2,2694,393.2,56733.8,114432.1,56512.5,24.2,41.3,0,24,52.2,9.6,42248.9,12,1,1,0,0,24.21,52.2,9.64,1,56.7,0,,,,161.076,,,,,,,,,,
75,dbert,4500,25.5,3425,402.5,64600.2,125973.7,66645.5,23.7,42.1,0,23.5,62,19.4,49854.2,12,1,1,386,0,23.29,62,19.41,1,64.6,110.5,,,,176.607,,,,,,,,,,
85,dbert,5100,26.8,4002,434.3,69267,133251,68084.5,22.8,43.9,0,22.6,68.6,19.7,51343.9,12,1,1,797,0,22.59,68.6,19.71,1,69.3,125.8,,,,190.458,,,,,,,,,,
95,dbert,5700,29.9,4651,493.1,73464.5,135653.5,71398.5,23,43.4,0,22.8,68.8,21,53727.7,12,1,1,1362,0,22.78,68.8,20.98,1,73.5,128.5,,,,190.459,,,,,,,,,,
105,dbert,6300,33.8,5133,491.9,73502.7,159649.7,72167.5,24.1,41.5,0,23.5,59.4,19.6,54056.6,12,1,1,1950,0,23.34,59.4,19.59,1,73.5,125,,,,186.363,,,,,,,,,,
5,bert,300,5.5,46,47.6,970.3,9108.5,59.5,5.5,181.7,2,5.4,10,2.1,969.9,12,1,1,0,2,5.51,10,2.08,1,1,0,,,,54.496,,,,,,,,,,
15,bert,900,15.7,7,45.6,71.3,163,65.5,15.7,63.5,13,15.7,17,1.1,71,12,1,1,0,13,15.75,17,1.12,1,0.1,0,,,,57.144,,,,,,,,,,
25,bert,1500,26.4,15,45.6,117.2,381.1,102.5,26.4,37.8,20.2,26.5,33.2,3.1,116.7,12,1,1,0,20.2,26.44,33.2,3.15,1,0.1,0,,,,56.742,,,,,,,,,,
35,bert,2100,36.3,31,45.9,214.7,1106,196.5,36.3,27.6,30,36.1,43.2,3.8,214.2,12,1,1,0,30,36.28,43.2,3.79,1,0.2,0,,,,57.875,,,,,,,,,,
45,bert,2700,46.1,44,47.2,376.2,1049.5,308.5,46.1,21.7,40,46.5,51.8,3.4,375.7,12,1,1,0,40,46.12,51.8,3.44,1,0.4,0,,,,58.548,,,,,,,,,,
55,bert,3300,55.8,74,68.1,559.9,1510.1,414.5,55.8,17.9,49.8,55.6,62.2,4.2,559.4,12,1,1,0,49.8,55.77,62.2,4.18,1,0.6,0,,,,59.169,,,,,,,,,,
65,bert,3900,65.2,126,105.3,940.6,3280.8,888.5,65.2,15.3,60.4,65.1,68.4,2.8,940,12,1,1,0,60.4,65.19,68.4,2.82,1,0.9,0,,,,59.823,,,,,,,,,,
75,bert,4500,64.7,696,145.9,6558.7,10440.3,7186.5,64.7,15.5,57.4,64.2,69.2,3.2,6558.1,12,1,1,0,57.4,64.7,69.2,3.21,1,6.6,0,,,,69.551,,,,,,,,,,
85,bert,5100,67.2,1325,173.9,10444.2,16990.3,11385.5,67.2,14.9,49.2,66.9,107,13.1,10443.6,12,1,1,0,49.2,67.21,107,13.1,1,10.4,0,,,,75.887,,,,,,,,,,
95,bert,5700,68,2068,172.9,14001.4,35584.6,14817.5,68,14.7,21.4,67.8,147.4,26,13361.6,12,1,1,0,21.4,68.04,147.4,25.95,1,14,0,,,,83.769,,,,,,,,,,
105,bert,6300,66.7,2682,157.7,20068.2,65242.9,20545.5,66.7,15,49.2,67.2,133,20.9,16013.1,12,1,1,0,49.2,66.7,133,20.91,1,20.1,0,,,,94.46,,,,,,,,,,
5,mnist,300,5.5,2,2.3,3.1,131.1,2.5,5.5,181.4,3.6,5.4,7.8,1.2,2.8,12,1,1,0,3.6,5.51,7.8,1.25,1,0,0,,,,54.425,,,,,,,,,,
15,mnist,900,15.8,3,2.3,2.5,3.7,2.5,15.8,63.4,13.2,15.7,16.8,1,2.2,12,1,1,0,13.2,15.77,16.8,0.98,1,0,0,,,,57.081,,,,,,,,,,
25,mnist,1500,26.5,3,2.2,2.5,5.9,2.5,26.5,37.8,20,26.5,34,3.2,2.2,12,1,1,0,20,26.46,34,3.24,1,0,0,,,,56.688,,,,,,,,,,
35,mnist,2100,36.4,3,2.3,2.5,7.4,2.5,36.4,27.5,28.4,36.2,43,4.2,2.2,12,1,1,0,28.4,36.41,43,4.19,1,0,0,,,,57.682,,,,,,,,,,
45,mnist,2700,46.2,3,2.2,2.5,7.3,2.5,46.2,21.6,42.2,46.5,57,4,2.3,12,1,1,0,42.2,46.25,57,4.01,1,0,0,,,,58.383,,,,,,,,,,
55,mnist,3300,56,4,2.3,2.5,10.8,2.5,56,17.8,49.6,56.4,65,4.2,2.3,12,1,1,0,49.6,56.04,65,4.24,1,0,0,,,,58.884,,,,,,,,,,
65,mnist,3900,65.6,4,2.3,2.5,8.5,2.5,65.6,15.2,59.6,66.2,74.8,4.6,2.3,12,1,1,0,59.6,65.65,74.8,4.57,1,0,0,,,,59.407,,,,,,,,,,
75,mnist,4500,75.6,4,2.2,2.5,6.9,2.5,75.6,13.2,70.6,75.5,86.8,5,2.2,12,1,1,0,70.6,75.63,86.8,4.97,1,0,0,,,,59.499,,,,,,,,,,
85,mnist,5100,85.5,4,2.2,2.5,5.9,2.5,85.5,11.7,77.8,85.5,97.2,5.6,2.2,12,1,1,0,77.8,85.5,97.2,5.6,1,0,0,,,,59.649,,,,,,,,,,
95,mnist,5700,95.7,4,2.2,2.5,7.8,2.5,95.7,10.4,90.2,95.5,103.2,4.9,2.2,12,1,1,0,90.2,95.73,103.2,4.95,1,0,0,,,,59.54,,,,,,,,,,
105,mnist,6300,105.6,4,2.1,2.5,7,2.5,105.6,9.5,98.6,105.7,115.6,5,2.2,12,1,1,0,98.6,105.58,115.6,4.98,1,0,0,,,,59.673,,,,,,,,,,
115,mnist,6900,115.4,4,2.2,2.5,13.9,2.5,115.4,8.7,107.6,115.5,131.6,6.6,2.2,12,1,1,0,107.6,115.42,131.6,6.59,1,0,0,,,,59.782,,,,,,,,,,
125,mnist,7500,125.2,4,2.2,2.5,6.7,2.5,125.2,8,116.8,125.5,141.4,6.6,2.3,12,1,1,0,116.8,125.21,141.4,6.59,1,0,0,,,,59.899,,,,,,,,,,
135,mnist,8100,135.1,4,2.1,2.5,7.3,2.5,135.1,7.4,129.4,135.2,145.6,4.8,2.3,12,1,1,0,129.4,135.14,145.6,4.81,1,0,0,,,,59.938,,,,,,,,,,
145,mnist,8700,145.5,4,2.1,2.5,8.5,2.5,145.5,6.9,135.8,145.3,152.4,5.2,2.3,12,1,1,0,135.8,145.53,152.4,5.17,1,0,0,,,,59.78,,,,,,,,,,
155,mnist,9300,156.1,5,2.2,2.5,6.5,2.5,156.1,6.4,147.4,155.4,162,5.3,2.2,12,1,1,0,147.4,156.12,162,5.25,1,0,0,,,,59.571,,,,,,,,,,
165,mnist,9900,166.5,7,2.2,2.5,7.3,2.5,166.5,6,158,166,173,5,2.2,12,1,1,0,158,166.54,173,4.99,1,0,0,,,,59.445,,,,,,,,,,
175,mnist,10500,176.4,6,2.2,2.5,7.5,2.5,176.4,5.7,164.2,176.3,183.8,6,2.2,12,1,1,0,164.2,176.42,183.8,6.01,1,0,0,,,,59.517,,,,,,,,,,
185,mnist,11100,187.2,6,2.2,2.5,8.3,2.5,187.2,5.3,180.4,186.6,194,4.8,2.2,12,1,1,0,180.4,187.18,194,4.82,1,0,0,,,,59.302,,,,,,,,,,
195,mnist,11700,197.1,7,2.1,2.5,6.9,2.5,197.1,5.1,187.4,196.5,208.2,6.2,2.3,12,1,1,0,187.4,197.09,208.2,6.2,1,0,0,,,,59.365,,,,,,,,,,
205,mnist,12300,206.9,7,2.2,2.5,7,2.5,206.9,4.8,193,207.5,218.2,7.3,2.3,12,1,1,0,193,206.87,218.2,7.31,1,0,0,,,,59.457,,,,,,,,,,
215,mnist,12900,216,7,2.1,2.5,6.7,2.5,216,4.6,206.2,217.2,231.6,7.5,2.3,12,1,1,0,206.2,216.05,231.6,7.49,1,0,0,,,,59.71,,,,,,,,,,
225,mnist,13500,225.6,7,2.2,2.5,7.1,2.5,225.6,4.4,214.8,226.5,244,9.2,2.3,12,1,1,0,214.8,225.6,244,9.16,1,0,0,,,,59.841,,,,,,,,,,
235,mnist,14100,235.7,10,2.2,2.7,26.1,2.5,235.7,4.2,222.4,236,255.4,9.2,2.3,12,1,1,0,222.4,235.74,255.4,9.15,1,0,0,,,,59.812,,,,,,,,,,
245,mnist,14700,246,21,2.2,3.2,52.4,2.5,246,4.1,231.6,245.6,266.4,10.4,2.5,12,1,1,0,231.6,246.04,266.4,10.4,1,0,0,,,,59.746,,,,,,,,,,
255,mnist,15300,256.2,15,2.2,3.5,37.5,2.5,256.2,3.9,244.6,255.9,275.4,9.6,2.6,12,1,1,0,244.6,256.19,275.4,9.61,1,0,0,,,,59.72,,,,,,,,,,
265,mnist,15900,266.4,18,2.1,3.9,43.5,2.5,266.4,3.8,247.8,266.1,283,9.6,2.8,12,1,1,0,247.8,266.37,283,9.59,1,0,0,,,,59.692,,,,,,,,,,
275,mnist,16500,276.9,33,2.1,4.6,81.3,2.5,276.9,3.6,265.4,276.4,292,9.2,3.2,12,1,1,0,265.4,276.86,292,9.15,1,0,0,,,,59.596,,,,,,,,,,
285,mnist,17100,287.4,29,2.1,5.2,77.6,2.5,287.4,3.5,273.4,286.2,300.8,8.4,3.6,12,1,1,0,273.4,287.44,300.8,8.4,1,0,0,,,,59.49,,,,,,,,,,
295,mnist,17700,296.6,36,2.1,5.7,89.2,2.5,296.6,3.4,277.6,296.8,309.8,9.2,3.8,12,1,1,0,277.6,296.59,309.8,9.22,1,0,0,,,,59.679,,,,,,,,,,
305,mnist,18300,307.1,40,2.2,6.6,93.9,2.5,307.1,3.3,293,307.3,319.4,8.2,4.3,12,1,1,0,293,307.14,319.4,8.17,1,0,0,,,,59.582,,,,,,,,,,
1,bert,60,1.2,2,110.1,130.1,191.9,123.5,1.2,825,0.4,1.2,2,0.6,129.8,3,1,3,0,0.4,1.21,2,0.57,1,0.1,0,,0,,49.503,,,,,,,,,,
10,bert,600,10.4,11,106.3,238.7,708.9,217.5,10.4,96,9.2,10.5,11.8,0.9,238.3,3,1,3,0,9.2,10.41,11.8,0.91,1,0.2,0,,0,,57.627,,,,,,,,,,
20,bert,1200,18,211,138.5,5248.1,11539.7,4956.5,18,55.5,17,17.9,18.8,0.5,5247.8,3,1,3,0,17,18.01,18.8,0.5,1,5.2,0,,0,,66.629,,,,,,,,,,
30,bert,1800,17.9,769,172.2,21797,43810.8,20978.5,17.9,55.9,16.6,17.8,19.4,0.7,21796.7,3,1,3,0,16.6,17.88,19.4,0.73,1,21.8,0,,0,,100.668,,,,,,,,,,
40,bert,2400,18.2,1564,182.7,40503.6,80703.8,46454.5,18.2,55,0,18.1,57.4,9.4,39671.6,3,1,3,0,0,18.17,57.4,9.42,1,40.5,0,,0,,132.093,,,,,,,,,,
50,bert,3000,18.3,2208,196.6,59706.2,119849.2,65765.5,18.3,54.6,0,18.3,58.2,10.7,49319.4,3,1,3,0,0,18.3,58.2,10.68,1,59.7,0,,0,,163.891,,,,,,,,,,
60,bert,3600,19.5,2875,193,73400,142404.7,80693.5,17.8,56.2,0,17.8,64.6,12.4,58035.1,3,1,3,309,0,17.79,64.6,12.39,1,73.4,130.3,,0.085833333,,185.016,,,,,,,,,,
70,bert,4200,21.3,3485,203.8,80896.1,150043,86774.5,18.4,54.5,0,18.3,71.2,19.6,63747,3,1,3,587,0,18.35,71.2,19.56,1,80.9,130.4,,0.139761905,,196.873,,,,,,,,,,
80,bert,4800,25,3882,216.4,76502,142729,79949.5,19.5,51.2,0,18.7,47.8,10.6,57752.3,3,1,3,1207,0,18.7,47.8,10.64,1,76.5,123.5,,0.251458333,,192.12,,,,,,,,,,
90,bert,5400,27.2,4671,209.4,82666.7,152803.7,87266.5,18,55.5,0,17.9,53.6,18.2,66537.5,3,1,3,1847,0,17.9,53.6,18.23,1,82.7,129.7,,0.342037037,,198.504,,,,,,,,,,
100,bert,6000,29,5194,215,85203.6,184020.8,87745.5,18.6,53.8,0,17.8,81,19.2,66543.6,3,1,3,2303,0,17.85,81,19.25,1,85.2,127.5,,0.383833333,,207.107,,,,,,,,,,
1,bert,60,1.2,2,101.4,114.5,210.6,108.5,1.2,824.8,0.4,1.2,2,0.6,114.2,6,1,3,0,0.4,1.21,2,0.57,1,0.1,0,,0,,49.487,,,,,,,,,,
10,bert,600,10.4,9,98.1,175.5,393.7,170.5,10.4,96,9,10.5,12.4,1,175.1,6,1,3,0,9,10.41,12.4,1.05,1,0.2,0,,0,,57.615,,,,,,,,,,
20,bert,1200,21.5,31,101.2,417,1537.7,317.5,21.5,46.5,19.2,21.3,25.8,2,416.5,6,1,3,0,19.2,21.52,25.8,1.96,1,0.4,0,,0,,55.762,,,,,,,,,,
30,bert,1800,29.2,183,178.3,3242.5,6530.2,2843.5,29.2,34.2,25.4,29.1,31.2,1.6,3242.1,6,1,3,0,25.4,29.24,31.2,1.56,1,3.2,0,,0,,61.566,,,,,,,,,,
