rate,ml_model,sessions,connection rate,concurrency,connection time (min),connection time (avg),connection time (max),connection time (stdev),request rate,ms per request,reply rate (min),reply rate (avg),reply rate (max),reply rate (stdev),response_time,cores,memory,payload_instance,errors,error_percentage,session rate (min),session rate (avg),session rate (max),session rate (stdev),sessions connections/session,session lifetime,session failtime,session length histogram part 1,session length histogram part 2,test duration,,,,,,,,,,
395,mnist,23700,398.6,165,2.2,36.9,393.7,3.5,398.6,2.5,370.4,398.3,417,14.2,25.6,12,0.5,2,0,0,370.44,398.58,417,14.17,1,0,0,,,59.462,,,,,,,,,,
405,mnist,24300,408.7,157,2.1,43.1,399.7,5.5,408.7,2.4,377.4,408.3,434.6,17,29.7,12,0.5,2,0,0,377.43,408.7,434.6,17.01,1,0,0,,,59.457,,,,,,,,,,
415,mnist,24900,418.2,335,2,68,733.6,23.5,418.2,2.4,387,417.1,451,23.2,48.2,12,0.5,2,0,0,387.05,418.15,451,23.24,1,0.1,0,,,59.548,,,,,,,,,,
445,mnist,26700,447.7,326,1.9,102.9,1188,52.5,447.7,2.2,400.5,446.6,495.5,33.6,74,12,0.5,2,0,0,400.52,447.71,495.51,33.62,1,0.1,0,,,59.637,,,,,,,,,,
455,mnist,27300,458.6,368,1.9,115,1172.1,62.5,456.6,2.2,405,454.6,513.8,35.3,83.1,12,0.5,2,119,0.004358974,405,456.64,513.8,35.27,1,0.1,0,,,59.524,,,,,,,,,,
485,mnist,29100,482.3,511,1.9,248.7,2047,105.5,452.1,2.2,381,455.9,545.1,57.7,180.1,12,0.5,2,1828,0.062817869,381.02,452,545.06,57.72,1,0.2,0,,,60.336,,,,,,,,,,
495,mnist,29700,492.5,889,1.9,410.6,2545.4,184.5,457.8,2.2,365.4,454,546.8,63.1,299.1,12,0.5,2,2111,0.071077441,365.37,457.53,546.77,63.09,1,0.4,0,,,60.3,,,,,,,,,,
1,dbert,60,1.2,2,116.6,128.5,169.3,124.5,1.2,825,0.4,1.2,2,0.6,128.2,6,0.25,3,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.499,,,,,,,,,,
10,dbert,600,10.4,11,111.6,254.5,673.5,248.5,10.4,96.1,9.2,10.5,11.8,0.9,254.2,6,0.25,3,0,0,9.2,10.41,11.8,0.93,1,0.3,0,,,57.63,,,,,,,,,,
20,dbert,1200,20,105,158.1,2265.2,5065.5,2206.5,20,49.9,16,19.9,21.4,1.5,2264.8,6,0.25,3,0,0,16,20.05,21.4,1.46,1,2.3,0,,,59.857,,,,,,,,,,
30,dbert,1800,19.3,721,224.9,19442.3,37027.7,19034.5,19.3,51.9,16.2,19.2,21.2,1.5,19441.9,6,0.25,3,0,0,16.2,19.25,21.2,1.47,1,19.4,0,,,93.504,,,,,,,,,,
40,dbert,2400,19.5,1459,269.3,35842.6,69739.7,41840.5,19.5,51.4,0,19.3,54.4,8.9,35526.9,6,0.25,3,0,0,0,19.46,54.4,8.93,1,35.8,0,,,123.303,,,,,,,,,,
50,dbert,3000,19.5,2137,290.7,53501,109598,61170.5,19.5,51.3,0,19.4,63.8,15,47343.5,6,0.25,3,0,0,0,19.5,63.8,15.03,1,53.5,0,,,153.814,,,,,,,,,,
60,dbert,3600,20.2,2759,305.1,67515.3,131537.5,70178.5,19.8,50.5,0,19.8,49.6,10.6,51575,6,0.25,3,76,0.021111111,0,19.8,49.6,10.61,1,67.5,129.7,,,178.003,,,,,,,,,,
70,dbert,4200,22.4,3293,337.5,74378.1,145565.4,76701.5,19.9,50.1,0,19.9,91.2,17.9,56377.4,6,0.25,3,471,0.112142857,0,19.93,91.2,17.93,1,74.4,130.1,,,187.103,,,,,,,,,,
80,dbert,4800,24.6,4050,347.8,78966.7,148079.2,82531.5,19.1,52.3,0,19.1,89.6,21.4,62199.2,6,0.25,3,1072,0.223333333,0,19.11,89.6,21.39,1,79,130.2,,,195.093,,,,,,,,,,
90,dbert,5400,28.4,4573,361.9,78352.3,146200.1,80566.5,20,49.9,0,19.4,62,20.2,61755.6,6,0.25,3,1696,0.314074074,0,19.51,62,20.17,1,78.4,127.6,,,189.812,,,,,,,,,,
100,dbert,6000,31.1,5145,360.8,81373.2,166528.7,81278.5,20.8,48.1,0,19.6,71.4,19.1,62060.8,6,0.25,3,2216,0.369333333,0,19.61,71.4,19.06,1,81.4,123.6,,,192.933,,,,,,,,,,
1,dbert,60,1.2,2,115.8,129.9,195,124.5,1.2,825.1,0.4,1.2,2,0.6,129.6,6,0.25,1,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.507,,,,,,,,,,
10,dbert,600,10.4,11,113.2,255.6,578.7,252.5,10.4,96,9.2,10.5,11.8,0.9,255.3,6,0.25,1,0,0,9.2,10.41,11.8,0.93,1,0.3,0,,,57.628,,,,,,,,,,
20,dbert,1200,19.6,131,147.5,2907.3,6460.4,2796.5,19.6,51.1,17.2,19.3,20.6,1,2906.9,6,0.25,1,0,0,17.2,19.59,20.6,1.01,1,2.9,0,,,61.271,,,,,,,,,,
30,dbert,1800,19.5,719,229.9,19301.1,35650.7,19598.5,19.5,51.3,16.6,19.3,21.4,1.3,19300.7,6,0.25,1,0,0,16.6,19.48,21.4,1.3,1,19.3,0,,,92.387,,,,,,,,,,
40,dbert,2400,19.2,1455,264.4,35646,69094.3,40596.5,19.2,52,0,19.1,67.2,11.3,35400.2,6,0.25,1,0,0,0,19.22,67.2,11.25,1,35.6,0,,,124.867,,,,,,,,,,
50,dbert,3000,19.8,2062,282.7,51890.8,111044.6,59033.5,19.8,50.5,0,19.7,69.4,14.3,45690.8,6,0.25,1,0,0,0,19.8,69.4,14.31,1,51.9,0,,,151.536,,,,,,,,,,
60,dbert,3600,20,2649,372.6,68512.5,139147.4,74382.5,19.7,50.6,0,19.7,52.8,16.1,55107.9,6,0.25,1,41,0.011388889,0,19.75,52.8,16.07,1,68.5,130.4,,,180.203,,,,,,,,,,
70,dbert,4200,21.7,3334,323.7,76674.4,147789.4,79546.5,19.7,50.7,0,19.6,90.8,21.9,59636.1,6,0.25,1,396,0.094285714,0,19.65,90.8,21.9,1,76.7,128.6,,,193.625,,,,,,,,,,
80,dbert,4800,24.7,3900,338.9,77509.8,149464.1,77825.5,20,50,0,19.7,73.6,19.1,59305.2,6,0.25,1,961,0.200208333,0,19.76,73.6,19.08,1,77.5,128.2,,,194.256,,,,,,,,,,
90,dbert,5400,27.7,4546,364.2,78298.7,157554.7,80607.5,19.7,50.9,0,19.6,54.8,18.7,60665.3,6,0.25,1,1574,0.291481481,0,19.65,54.8,18.71,1,78.3,130.2,,,194.661,,,,,,,,,,
100,dbert,6000,31,5171,340.2,79086.5,146227.3,81793.5,19.7,50.7,0,19.2,55,18.6,62087.3,6,0.25,1,2259,0.3765,0,19.33,55,18.61,1,79.1,127.4,,,193.5,,,,,,,,,,
1,dbert,60,1.2,2,115.8,155.8,1481.3,125.5,1.2,825.1,0.4,1.2,2,0.6,155.5,6,0.25,2,0,0,0.4,1.21,2,0.57,1,0.2,0,,,49.507,,,,,,,,,,
10,dbert,600,10.4,11,110.5,254,632.8,250.5,10.4,96,9.2,10.5,11.8,0.9,253.7,6,0.25,2,0,0,9.2,10.41,11.8,0.93,1,0.3,0,,,57.629,,,,,,,,,,
20,dbert,1200,20.2,91,157.3,1942.3,4393.1,1819.5,20.2,49.4,16,20.1,21.6,1.6,1941.9,6,0.25,2,0,0,16,20.23,21.6,1.64,1,1.9,0,,,59.31,,,,,,,,,,
30,dbert,1800,19.1,744,296.9,20284.7,37593.6,20312.5,19.1,52.4,17,18.9,21.8,1.5,20284.3,6,0.25,2,0,0,17,19.1,21.8,1.51,1,20.3,0,,,94.257,,,,,,,,,,
40,dbert,2400,18.8,1478,278.3,36640.5,72551.8,42021.5,18.8,53.1,0,18.7,62.8,10.6,36453,6,0.25,2,0,0,0,18.84,62.8,10.61,1,36.6,0,,,127.364,,,,,,,,,,
50,dbert,3000,19,2149,309.4,55819.9,114304.7,62744.5,19,52.6,0,18.9,68.6,12.3,46766.4,6,0.25,2,0,0,0,19.01,68.6,12.25,1,55.8,0,,,157.829,,,,,,,,,,
60,dbert,3600,19.4,2772,318.4,71381.7,135446.1,73550.5,19.4,51.5,0,19.4,53.2,16.7,56046.9,6,0.25,2,0,0,0,19.44,53.2,16.66,1,71.4,0,,,185.23,,,,,,,,,,
70,dbert,4200,22.4,3353,304.2,75499.9,157066.9,76521.5,19.8,50.4,0,19.7,63.6,18.1,58325.5,6,0.25,2,481,0.11452381,0,19.81,63.6,18.07,1,75.5,130.2,,,187.689,,,,,,,,,,
80,dbert,4800,25.6,3948,324,75825.7,152685.9,77924.5,19.8,50.4,0,19.6,76.6,18.8,59118,6,0.25,2,1117,0.232708333,0,19.67,76.6,18.8,1,75.8,129.1,,,187.232,,,,,,,,,,
90,dbert,5400,28.7,4419,327.7,74119.6,154569.2,77500.5,19.9,50.2,0,19.5,49.4,10.3,56633.6,6,0.25,2,1721,0.318703704,0,19.57,49.4,10.34,1,74.1,128.2,,,187.997,,,,,,,,,,
100,dbert,6000,31.1,5190,350.1,82129.9,164544.2,85012.5,20.1,49.8,0,19.3,76,21.1,63801.6,6,0.25,2,2258,0.376333333,0,19.37,76,21.12,1,82.1,126.9,,,193.231,,,,,,,,,,
1,dbert,60,1.2,2,115.8,154,1379.4,124.5,1.2,825.4,0.4,1.2,2,0.6,153.7,6,0.5,3,0,0,0.4,1.21,2,0.57,1,0.2,0,,,49.524,,,,,,,,,,
10,dbert,600,10.4,11,110.9,256.9,609.4,258.5,10.4,96,9,10.5,11.8,0.9,256.5,6,0.5,3,0,0,9,10.41,11.8,0.93,1,0.3,0,,,57.625,,,,,,,,,,
20,dbert,1200,19.4,136,151.1,3156.9,7173.3,3002.5,19.4,51.6,16.8,19.3,21.6,1.4,3156.5,6,0.5,3,0,0,16.8,19.38,21.6,1.45,1,3.2,0,,,61.914,,,,,,,,,,
30,dbert,1800,19.5,706,246.3,18902.2,35638.1,18702.5,19.5,51.2,17.2,19.4,21.4,1,18901.8,6,0.5,3,0,0,17.2,19.51,21.4,1,1,18.9,0,,,92.247,,,,,,,,,,
40,dbert,2400,19.4,1481,286.1,35539,69046.1,40912.5,19.4,51.4,0,19.3,69.6,12.1,35368.8,6,0.5,3,0,0,0,19.44,69.6,12.06,1,35.5,0,,,123.436,,,,,,,,,,
50,dbert,3000,19.7,2089,305.3,52647.4,112146.2,59949.5,19.7,50.9,0,19.6,51.4,9.7,45783.3,6,0.5,3,0,0,0,19.65,51.4,9.71,1,52.6,0,,,152.654,,,,,,,,,,
60,dbert,3600,20.1,2747,298.5,68282.3,131465.1,71107.5,19.4,51.4,0,19.4,45.6,9.9,52911.5,6,0.5,3,113,0.031388889,0,19.44,45.6,9.94,1,68.3,130.2,,,179.406,,,,,,,,,,
70,dbert,4200,22.6,3345,358.7,73354.7,144856.3,74150.5,19.4,51.4,0,19.2,56.8,11.3,55732.5,6,0.5,3,641,0.152619048,0,19.19,56.8,11.25,1,73.4,126.2,,,185.509,,,,,,,,,,
80,dbert,4800,25.2,3950,375.3,77203.6,144386.3,79247.5,20,50.1,0,20,56.4,17.8,58647.3,6,0.5,3,997,0.207708333,0,19.97,56.4,17.78,1,77.2,130.1,,,190.458,,,,,,,,,,
90,dbert,5400,28.2,4572,340.9,79068.9,169339.3,82130.5,20.4,49,0,19.9,91.4,22.3,61510,6,0.5,3,1583,0.293148148,0,19.93,91.4,22.34,1,79.1,127.2,,,191.535,,,,,,,,,,
100,dbert,6000,31,5155,355.9,79655.2,161174.2,82120.5,20.3,49.2,0,19.9,98,22,61801,6,0.5,3,2128,0.354666667,0,19.98,98,22.04,1,79.7,127.6,,,193.809,,,,,,,,,,
1,dbert,60,1.2,2,113.1,131.9,180.5,127.5,1.2,825.1,0.4,1.2,2,0.6,131.6,6,0.5,2,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.506,,,,,,,,,,
10,dbert,600,10.4,11,111.9,257.8,772.8,256.5,10.4,96,9.2,10.5,11.8,0.9,257.4,6,0.5,2,0,0,9.2,10.41,11.8,0.93,1,0.3,0,,,57.628,,,,,,,,,,
20,dbert,1200,19.8,120,153.3,2837.9,6029.7,2781.5,19.8,50.6,17,19.6,21.6,1.2,2837.5,6,0.5,2,0,0,17,19.76,21.6,1.16,1,2.8,0,,,60.73,,,,,,,,,,
30,dbert,1800,20,689,234.9,18144.1,33435.2,18032.5,20,50.1,16.8,19.9,21.2,1.2,18143.7,6,0.5,2,0,0,16.8,19.96,21.2,1.17,1,18.1,0,,,90.163,,,,,,,,,,
40,dbert,2400,20.1,1432,280.8,33707,63833,39426.5,20.1,49.8,0,19.9,66.2,11.3,33576.9,6,0.5,2,0,0,0,20.08,66.2,11.29,1,33.7,0,,,119.502,,,,,,,,,,
50,dbert,3000,19.8,2085,299.8,51977.4,109970.4,57908.5,19.8,50.5,0,19.7,55,10,45382,6,0.5,2,0,0,0,19.79,55,10.02,1,52,0,,,151.588,,,,,,,,,,
60,dbert,3600,20.5,2751,331.2,66816.4,146627.7,69322.5,19.5,51.3,0,19.4,54.8,10.6,52412.9,6,0.5,2,169,0.046944444,0,19.5,54.8,10.61,1,66.8,130,,,175.947,,,,,,,,,,
70,dbert,4200,21.8,3441,313.1,76928.6,147767.1,77897.5,19.7,50.8,0,19.6,60.6,19.5,59748.6,6,0.5,2,408,0.097142857,0,19.67,60.6,19.49,1,76.9,130.2,,,192.753,,,,,,,,,,
80,dbert,4800,24.8,3999,329.6,78147.3,169727.6,79337.5,20.3,49.4,0,20,55.4,19.2,60014.3,6,0.5,2,930,0.19375,0,20.03,55.4,19.24,1,78.1,127.1,,,193.214,,,,,,,,,,
90,dbert,5400,28.2,4618,347.1,78070.7,162484.9,79434.5,20.3,49.3,0,19.9,93.8,21.6,60605.3,6,0.5,2,1580,0.292592593,0,19.95,93.8,21.63,1,78.1,127.6,,,191.461,,,,,,,,,,
100,dbert,6000,30.9,5237,371.3,80250.9,147278.6,82887.5,19.6,51.1,0,19.3,66.4,19.7,62489.2,6,0.5,2,2237,0.372833333,0,19.4,66.4,19.71,1,80.3,129.3,,,193.955,,,,,,,,,,
1,dbert,60,1.2,3,144.5,200.4,1502.1,167.5,1.2,826.5,0.6,1.2,2,0.6,200.1,3,0.25,3,0,0,0.6,1.21,2,0.57,1,0.2,0,,,49.589,,,,,,,,,,
10,dbert,600,10.4,21,142.3,809.4,1865.8,810.5,10.4,96.1,8.6,10.4,11.8,0.9,809.1,3,0.25,3,0,0,8.6,10.4,11.8,0.93,1,0.8,0,,,57.681,,,,,,,,,,
20,dbert,1200,11.2,588,199.1,25719.7,51944.3,25338.5,11.2,89.1,10,11.2,12,0.6,25719.4,3,0.25,3,0,0,10,11.22,12,0.63,1,25.7,0,,,106.927,,,,,,,,,,
30,dbert,1800,11.2,1235,237.7,53931.9,103416.4,53730.5,11.2,89,0,11.2,35.8,5.1,53931.5,3,0.25,3,0,0,0,11.23,35.8,5.09,1,53.9,0,,,160.274,,,,,,,,,,
40,dbert,2400,11.2,1968,249.6,83746.2,162447.1,81363.5,11.2,89.4,0,11.2,45.2,8.7,74799.5,3,0.25,3,0,0,0,11.19,45.2,8.65,1,83.7,0,,,214.525,,,,,,,,,,
50,dbert,3000,13,2581,256.2,97371.3,187211.6,0,11.3,88.2,0,11.2,49.6,10.4,84226.9,3,0.25,3,413,0.137666667,0,11.22,49.6,10.39,1,97.4,129.3,,,230.502,,,,,,,,,,
60,dbert,3600,15.3,3216,268.3,101734.8,191769.7,0,11.7,85.6,0,11.1,37.2,9.8,87485.3,3,0.25,3,974,0.270555556,0,11.16,37.2,9.77,1,101.7,126.2,,,235.244,,,,,,,,,,
70,dbert,4200,17.8,3720,289.6,103307.4,204774.9,0,11.4,88.1,0,11.1,58.4,11.2,88617.6,3,0.25,3,1592,0.379047619,0,11.08,58.4,11.24,1,103.3,129.1,,,235.333,,,,,,,,,,
80,dbert,4800,19.4,4367,294,110277.2,204432,0,12,83,0,11.3,64.6,15.2,94641.1,3,0.25,3,2015,0.419791667,0,11.28,64.6,15.16,1,110.3,125.4,,,246.857,,,,,,,,,,
90,dbert,5400,22.9,4898,291.9,106613.8,219597.6,0,12.1,82.8,0,11.2,43.8,10.4,90648.4,3,0.25,3,2754,0.51,0,11.23,43.8,10.37,1,106.6,126.9,,,235.711,,,,,,,,,,
100,dbert,6000,24.6,5539,294.6,109874.2,206968.5,0,11.9,84.2,0,11.3,73,16.1,96297.2,3,0.25,3,3239,0.539833333,0,11.33,73,16.14,1,109.9,128.8,,,243.634,,,,,,,,,,
1,dbert,60,1.2,3,141.8,173.7,245.4,164.5,1.2,825.4,0.4,1.2,2,0.6,173.4,3,0.25,2,0,0,0.4,1.21,2,0.57,1,0.2,0,,,49.523,,,,,,,,,,
10,dbert,600,10.4,22,141.1,723.6,1836.2,697.5,10.4,96.1,8.6,10.4,11.8,1,723.3,3,0.25,2,0,0,8.6,10.4,11.8,0.99,1,0.7,0,,,57.669,,,,,,,,,,
20,dbert,1200,11.3,578,192.1,25018.2,50775.1,24603.5,11.3,88.4,10.2,11.3,12.4,0.6,25017.9,3,0.25,2,0,0,10.2,11.32,12.4,0.65,1,25,0,,,106.038,,,,,,,,,,
30,dbert,1800,11.2,1242,234.6,54021.7,103397.3,53679.5,11.2,89,0,11.2,33.6,4.8,54021.4,3,0.25,2,0,0,0,11.23,33.6,4.77,1,54,0,,,160.263,,,,,,,,,,
40,dbert,2400,11.2,1925,261.6,84140,160151.6,82171.5,11.2,89.1,0,11.2,60.4,10,74709.5,3,0.25,2,0,0,0,11.23,60.4,10.05,1,84.1,0,,,213.722,,,,,,,,,,
50,dbert,3000,12.9,2573,255,99988.8,190959.4,0,11.5,87.3,0,11.4,62.6,13.9,88025.7,3,0.25,2,333,0.111,0,11.44,62.6,13.94,1,100,130,,,233.121,,,,,,,,,,
60,dbert,3600,14.8,3163,264.8,105881.3,209795,0,11.5,86.7,0,11.1,53.2,14.3,92712.4,3,0.25,2,901,0.250277778,0,11.13,53.2,14.34,1,105.9,126.5,,,242.5,,,,,,,,,,
70,dbert,4200,17.2,3708,282.5,109432.2,206369.3,0,12,83.6,0,11.5,52.4,15.4,94234.8,3,0.25,2,1393,0.331666667,0,11.5,52.4,15.38,1,109.4,126.9,,,244.144,,,,,,,,,,
80,dbert,4800,19.7,4314,290.7,110982.3,216376.4,0,11.8,84.5,0,11.2,52.8,14.8,96949.5,3,0.25,2,2061,0.429375,0,11.26,52.8,14.84,1,111,128.1,,,243.158,,,,,,,,,,
90,dbert,5400,21.7,4937,304.9,112901.7,226730,0,11.7,85.5,0,11.4,67.8,16.5,96819.2,3,0.25,2,2550,0.472222222,0,11.46,67.8,16.46,1,112.9,129.2,,,248.714,,,,,,,,,,
100,dbert,6000,25.1,5530,294.9,106384.6,204153.2,0,11.8,84.4,0,11.3,38.2,10.3,90428.1,3,0.25,2,3298,0.549666667,0,11.31,38.2,10.31,1,106.4,128.2,,,238.986,,,,,,,,,,
1,dbert,60,1.2,3,143.6,203.4,1554.7,171.5,1.2,826.8,0.4,1.2,2,0.6,203.1,3,0.5,3,0,0,0.4,1.21,2,0.6,1,0.2,0,,,49.607,,,,,,,,,,
10,dbert,600,10.4,21,142.4,754.8,1829.1,767.5,10.4,96.1,8.6,10.3,11.6,1,754.4,3,0.5,3,0,0,8.6,10.4,11.6,1,1,0.8,0,,,57.679,,,,,,,,,,
20,dbert,1200,11.2,587,209.9,25761,52169.6,25368.5,11.2,89.5,10.4,11.1,11.8,0.5,25760.7,3,0.5,3,0,0,10.4,11.17,11.8,0.47,1,25.8,0,,,107.398,,,,,,,,,,
30,dbert,1800,11.1,1240,232.9,54741.6,105504.8,54112.5,11.1,90.2,0,11,45,6.9,54741.3,3,0.5,3,0,0,0,11.09,45,6.86,1,54.7,0,,,162.381,,,,,,,,,,
40,dbert,2400,11.2,1979,262.4,85035.5,161366.6,82592.5,11.2,89.3,0,11.2,43.4,8.4,75293.4,3,0.5,3,0,0,0,11.2,43.4,8.43,1,85,0,,,214.364,,,,,,,,,,
50,dbert,3000,13.2,2562,266.1,97057.5,189613.5,0,11.2,89.4,0,11.1,41.2,9.8,84256.3,3,0.5,3,453,0.151,0,11.18,41.2,9.82,1,97.1,130.1,,,227.816,,,,,,,,,,
60,dbert,3600,14.5,3182,313.7,108410.5,222321.2,0,11.4,87.9,0,11.3,63.6,14.5,93658.9,3,0.5,3,799,0.221944444,0,11.3,63.6,14.5,1,108.4,129,,,247.893,,,,,,,,,,
70,dbert,4200,18.5,3706,278.2,99718.4,177158.9,0,12.1,82.6,0,11.4,38.2,10.1,85792,3,0.5,3,1596,0.38,0,11.48,38.2,10.13,1,99.7,127,,,226.889,,,,,,,,,,
80,dbert,4800,20.8,4309,290.9,101563,205912.1,0,11.7,85.1,0,11.3,61.8,13,87500.2,3,0.5,3,2195,0.457291667,0,11.29,61.8,12.96,1,101.6,129,,,230.794,,,,,,,,,,
90,dbert,5400,22.5,4911,287.8,108793.3,213372.5,0,12,83.2,0,11.5,53.2,15.6,95009.2,3,0.5,3,2643,0.489444444,0,11.49,53.2,15.56,1,108.8,128.4,,,239.911,,,,,,,,,,
100,dbert,6000,23.5,5511,279.6,117508.7,233369.4,0,12,83.4,0,11.3,78.2,17.7,100557.7,3,0.5,3,3104,0.517333333,0,11.33,78.2,17.69,1,117.5,127.6,,,255.594,,,,,,,,,,
1,dbert,60,1.2,3,140.6,171.2,255.9,160.5,1.2,825.6,0.4,1.2,2,0.6,170.9,3,0.5,1,0,0,0.4,1.21,2,0.57,1,0.2,0,,,49.537,,,,,,,,,,
10,dbert,600,10.4,21,140.2,743,1892.8,717.5,10.4,96.1,8.8,10.4,11.6,0.9,742.7,3,0.5,1,0,0,8.8,10.4,11.6,0.9,1,0.7,0,,,57.688,,,,,,,,,,
20,dbert,1200,11.3,584,199.5,25184.8,50661.1,25032.5,11.3,88.1,10.2,11.3,12.4,0.5,25184.4,3,0.5,1,0,0,10.2,11.35,12.4,0.52,1,25.2,0,,,105.768,,,,,,,,,,
30,dbert,1800,11.3,1224,237.8,53231.2,102329.6,52629.5,11.3,88.4,0,11.3,41.2,6.2,53230.9,3,0.5,1,0,0,0,11.31,41.2,6.24,1,53.2,0,,,159.167,,,,,,,,,,
40,dbert,2400,11.3,1927,277.7,83687,160356.3,81377.5,11.3,88.7,0,11.3,61.4,10.2,74406.4,3,0.5,1,0,0,0,11.28,61.4,10.22,1,83.7,0,,,212.829,,,,,,,,,,
50,dbert,3000,12.4,2581,270.3,104344.8,201683.2,0,11.5,86.7,0,11.4,69,13.8,88714.6,3,0.5,1,248,0.082666667,0,11.38,69,13.78,1,104.3,124.7,,,241.837,,,,,,,,,,
60,dbert,3600,15.5,3175,283.7,100430.8,202010.4,0,11.6,86.1,0,11.2,57,11.2,86538.1,3,0.5,1,998,0.277222222,0,11.21,57,11.17,1,100.4,127,,,232.014,,,,,,,,,,
70,dbert,4200,18.1,3708,282.2,101708.9,205351.4,0,12,83.6,0,11.2,59.6,11.5,87424.3,3,0.5,1,1586,0.377619048,0,11.24,59.6,11.54,1,101.7,126.3,,,232.596,,,,,,,,,,
80,dbert,4800,19.7,4302,290.3,109042.6,217040.4,0,11.9,84.1,0,11.3,70.6,15.8,94640.4,3,0.5,1,2034,0.42375,0,11.36,70.6,15.81,1,109,128.1,,,243.586,,,,,,,,,,
90,dbert,5400,21.9,4919,294.5,112959.2,220125.3,0,11.6,86.4,0,11.2,52.4,13.7,96495.5,3,0.5,1,2651,0.490925926,0,11.17,52.4,13.7,1,113,128.9,,,246.037,,,,,,,,,,
100,dbert,6000,25,5516,291.1,107695.6,221313.6,0,11.9,83.9,0,11.2,56.6,12.7,91395.4,3,0.5,1,3312,0.552,0,11.2,56.6,12.65,1,107.7,127.9,,,240.077,,,,,,,,,,
1,dbert,60,1.2,3,142.4,172.4,256.2,163.5,1.2,825.7,0.4,1.2,2,0.6,172.1,3,0.5,2,0,0,0.4,1.21,2,0.57,1,0.2,0,,,49.544,,,,,,,,,,
10,dbert,600,10.4,19,141.2,733,1862.5,736.5,10.4,96.1,8.4,10.3,11.8,1.1,732.7,3,0.5,2,0,0,8.4,10.4,11.8,1.07,1,0.7,0,,,57.677,,,,,,,,,,
20,dbert,1200,11.2,586,198.1,25784.4,52094.2,25477.5,11.2,89.3,10,11.2,12,0.6,25784,3,0.5,2,0,0,10,11.2,12,0.58,1,25.8,0,,,107.155,,,,,,,,,,
30,dbert,1800,10.8,1257,243.8,57413.5,110493.8,56458.5,10.8,92.9,0,10.8,44.2,6.6,57413.2,3,0.5,2,0,0,0,10.76,44.2,6.58,1,57.4,0,,,167.306,,,,,,,,,,
40,dbert,2400,11.2,1997,270.4,85632.3,165332.2,87688.5,11.2,89.4,0,11.2,56.6,10.9,77284.5,3,0.5,2,0,0,0,11.18,56.6,10.93,1,85.6,0,,,214.662,,,,,,,,,,
50,dbert,3000,12.2,2605,287.6,105936.2,206003.4,0,11,91.3,0,10.9,68.4,14.4,92455.9,3,0.5,2,311,0.103666667,0,10.95,68.4,14.41,1,105.9,130,,,245.562,,,,,,,,,,
60,dbert,3600,15.6,3197,271.7,100050,201137.8,0,11.5,87.3,0,11.2,58.4,11.2,86260.3,3,0.5,2,1007,0.279722222,0,11.24,58.4,11.23,1,100.1,128.1,,,230.758,,,,,,,,,,
70,dbert,4200,18,3712,284.8,101902.6,196677.1,0,12.1,82.7,0,11.5,52.6,11,86417.7,3,0.5,2,1503,0.357857143,0,11.54,52.6,11.04,1,101.9,127,,,233.609,,,,,,,,,,
80,dbert,4800,20.6,4303,278.4,104442.6,216693.1,0,12.1,82.7,0,11.3,43.8,10.5,88873.5,3,0.5,2,2169,0.451875,0,11.27,43.8,10.5,1,104.4,127,,,233.42,,,,,,,,,,
90,dbert,5400,22.5,4936,286,106383.3,215067.9,0,11.7,85.3,0,11,32.4,9.9,91453.9,3,0.5,2,2756,0.51037037,0,11.02,32.4,9.91,1,106.4,127.8,,,239.875,,,,,,,,,,
100,dbert,6000,23.9,5527,298.5,115073.6,237178,0,12.1,82.9,0,11.3,57,14.6,97961.1,3,0.5,2,3166,0.527666667,0,11.3,57,14.62,1,115.1,127.6,,,250.901,,,,,,,,,,
1,dbert,60,1.2,2,88.7,127.1,1530.2,97.5,1.2,824.6,0.4,1.2,2,0.6,126.8,12,0.25,3,0,0,0.4,1.21,2,0.57,1,0.1,0,,,49.478,,,,,,,,,,
10,dbert,600,10.4,8,84.5,145.2,315,134.5,10.4,96,9,10.5,12.4,1,144.8,12,0.25,3,0,0,9,10.42,12.4,1,1,0.1,0,,,57.603,,,,,,,,,,
20,dbert,1200,21.2,59,87.9,757.4,3574.7,538.5,21.2,47.3,18,20.7,23.2,1.6,756.8,12,0.25,3,0,0,18,21.16,23.2,1.62,1,0.8,0,,,56.722,,,,,,,,,,
30,dbert,1800,22.1,563,145,13162,25523.8,12741.5,22.1,45.2,18.8,21.9,24.2,1.7,13161.5,12,0.25,3,0,0,18.8,22.11,24.2,1.72,1,13.2,0,,,81.398,,,,,,,,,,
40,dbert,2400,23.5,1087,264.8,23614.7,45149.5,24203.5,23.5,42.5,17.8,23.4,26.4,2.2,23614.2,12,0.25,3,0,0,17.8,23.54,26.4,2.15,1,23.6,0,,,101.961,,,,,,,,,,
50,dbert,3000,23.5,1877,436.6,38049.6,82639.2,43810.5,23.5,42.5,8.4,23.3,56.8,8.8,35582,12,0.25,3,0,0,8.4,23.54,56.8,8.82,1,38,0,,,127.448,,,,,,,,,,
60,dbert,3600,23.7,2511,296.3,50679.7,110881.7,53150.5,23.7,42.3,0,23.5,66.6,12.7,40657.6,12,0.25,3,11,0.003055556,0,23.58,66.6,12.69,1,50.7,31.1,,,152.208,,,,,,,,,,
